POSTALCODE,COMM_NAME,LONGITUDE,LATITUDE,POINT_X,POINT_Y,FSA,Postal Codes_DBUID,Local Area,Dissemination Block_DBUID,Dissemination Block_DAUID,Dissemination Area_DAUID,Dissemination Area_CSDUID,Economic Regions_ERUID,ERNAME,Census Subdivision_CSDUID,CSDNAME,Census Subdivision_CCSUID,Census Subdivision_ERUID,Census Division_CDUID,Census Division_CDNAME,Census Consolidated Subdivision_CCSUID,CCSNAME,Census Consolidated Subdivision_CDUID,Census Consolidated Subdivision_CDNAME
A2V2T9,LABRADOR CITY,-66.953053,52.934854,500260.2266,5881635.358,A2V,1010009409,Labrador West,1010009409,10100094,10100094,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2W6,LABRADOR CITY,-66.927784,52.932222,501921.6284,5881167.314,A2V,1010009409,Labrador West,1010009409,10100094,10100094,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2X6,LABRADOR CITY,-66.937956,52.933604,501256.5498,5881391.338,A2V,1010009409,Labrador West,1010009409,10100094,10100094,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2P9,LABRADOR CITY,-66.953638,52.930788,500174.0194,5881188.813,A2V,1010009410,Labrador West,1010009410,10100094,10100094,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2R1,LABRADOR CITY,-66.953796,52.930948,500165.3032,5881207.757,A2V,1010009410,Labrador West,1010009410,10100094,10100094,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2R4,LABRADOR CITY,-66.954691,52.932301,500121.0213,5881363.817,A2V,1010009410,Labrador West,1010009410,10100094,10100094,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2R5,LABRADOR CITY,-66.954667,52.930973,500107.2767,5881216.615,A2V,1010009410,Labrador West,1010009410,10100094,10100094,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1A2,LABRADOR CITY,-66.914349,52.93305,502830.5882,5881165.58,A2V,1010009301,Labrador West,1010009301,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2M2,LABRADOR CITY,-66.913503,52.932836,502884.8452,5881136.091,A2V,1010009301,Labrador West,1010009301,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1A3,LABRADOR CITY,-66.914738,52.932552,502798.8811,5881113.097,A2V,1010009302,Labrador West,1010009302,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1X2,LABRADOR CITY,-66.91558,52.932268,502739.251,5881087.593,A2V,1010009302,Labrador West,1010009302,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1A4,LABRADOR CITY,-66.917314,52.931635,502615.8586,5881029.401,A2V,1010009303,Labrador West,1010009303,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1A5,LABRADOR CITY,-66.917314,52.931815,502617.9419,5881049.457,A2V,1010009303,Labrador West,1010009303,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2N8,LABRADOR CITY,-66.915989,52.932285,502711.9848,5881092.217,A2V,1010009303,Labrador West,1010009303,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2P1,LABRADOR CITY,-66.918933,52.932175,502513.6116,5881100.504,A2V,1010009303,Labrador West,1010009303,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2N5,LABRADOR CITY,-66.917665,52.932366,502600.784,5881112.952,A2V,1010009304,Labrador West,1010009304,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2N6,LABRADOR CITY,-66.917636,52.932546,502604.786,5881132.584,A2V,1010009304,Labrador West,1010009304,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2N7,LABRADOR CITY,-66.916891,52.932938,502659.1883,5881170.949,A2V,1010009304,Labrador West,1010009304,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2N9,LABRADOR CITY,-66.918826,52.932851,502528.5695,5881174.775,A2V,1010009304,Labrador West,1010009304,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2P2,LABRADOR CITY,-66.917995,52.933041,502586.4485,5881189.929,A2V,1010009304,Labrador West,1010009304,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1A6,LABRADOR CITY,-66.919721,52.931956,502458.3317,5881081.72,A2V,1010009305,Labrador West,1010009305,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1A9,LABRADOR CITY,-66.921212,52.932704,502367.1199,5881174.976,A2V,1010009305,Labrador West,1010009305,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1C3,LABRADOR CITY,-66.92099,52.933264,502388.499,5881235.475,A2V,1010009305,Labrador West,1010009305,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1C5,LABRADOR CITY,-66.922241,52.934336,502317.0363,5881363.08,A2V,1010009305,Labrador West,1010009305,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1X1,LABRADOR CITY,-66.919134,52.932797,502507.3154,5881170.823,A2V,1010009305,Labrador West,1010009305,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1A7,LABRADOR CITY,-66.921153,52.931845,502361.2445,5881079.377,A2V,1010009306,Labrador West,1010009306,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1A8,LABRADOR CITY,-66.921908,52.932074,502313.3328,5881110.006,A2V,1010009306,Labrador West,1010009306,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1B1,LABRADOR CITY,-66.921094,52.932516,502372.8666,5881153.434,A2V,1010009306,Labrador West,1010009306,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2M4,LABRADOR CITY,-66.921261,52.931378,502348.6355,5881028.383,A2V,1010009307,Labrador West,1010009307,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2V6,LABRADOR CITY,-66.920471,52.93115,502398.9032,5880997.623,A2V,1010009307,Labrador West,1010009307,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2M3,LABRADOR CITY,-66.916788,52.931108,502644.9551,5880967.467,A2V,1010009308,Labrador West,1010009308,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2V4,LABRADOR CITY,-66.915274,52.931001,502745.0806,5880944.972,A2V,1010009308,Labrador West,1010009308,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2V5,LABRADOR CITY,-66.916961,52.930939,502631.4154,5880949.833,A2V,1010009308,Labrador West,1010009308,10100093,10100093,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1H5,LABRADOR CITY,-66.923321,52.937046,502275.9399,5881670.766,A2V,1010009201,Labrador West,1010009201,10100092,10100092,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1J7,LABRADOR CITY,-66.92295,52.938302,502315.2453,5881807.354,A2V,1010009201,Labrador West,1010009201,10100092,10100092,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1Y4,LABRADOR CITY,-66.920884,52.93779,502447.6633,5881736.356,A2V,1010009201,Labrador West,1010009201,10100092,10100092,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1Y7,LABRADOR CITY,-66.92108,52.938357,502441.128,5881800.428,A2V,1010009201,Labrador West,1010009201,10100092,10100092,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1H3,LABRADOR CITY,-66.922634,52.93609,502310.9968,5881560.159,A2V,1010009202,Labrador West,1010009202,10100092,10100092,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1H4,LABRADOR CITY,-66.922439,52.935955,502322.4177,5881543.74,A2V,1010009202,Labrador West,1010009202,10100092,10100092,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1H6,LABRADOR CITY,-66.923158,52.936895,502285.1793,5881652.893,A2V,1010009202,Labrador West,1010009202,10100092,10100092,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1Y6,LABRADOR CITY,-66.921267,52.937173,502414.9064,5881670.544,A2V,1010009202,Labrador West,1010009202,10100092,10100092,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1H1,LABRADOR CITY,-66.921019,52.935347,502410.5461,5881466.482,A2V,1010009203,Labrador West,1010009203,10100092,10100092,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1H2,LABRADOR CITY,-66.921586,52.93529,502371.9421,5881464.223,A2V,1010009203,Labrador West,1010009203,10100092,10100092,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1Y5,LABRADOR CITY,-66.920596,52.936346,502450.3692,5881574.233,A2V,1010009203,Labrador West,1010009203,10100092,10100092,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1M8,LABRADOR CITY,-66.923652,52.935132,502231.7976,5881460.984,A2V,1010009204,Labrador West,1010009204,10100092,10100092,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1M9,LABRADOR CITY,-66.924046,52.935699,502211.9529,5881526.552,A2V,1010009204,Labrador West,1010009204,10100092,10100092,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1N1,LABRADOR CITY,-66.923147,52.935037,502264.5116,5881446.942,A2V,1010009204,Labrador West,1010009204,10100092,10100092,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2N2,LABRADOR CITY,-66.923563,52.933974,502224.4268,5881332.164,A2V,1010009204,Labrador West,1010009204,10100092,10100092,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2N3,LABRADOR CITY,-66.924012,52.9333,502186.59,5881260.496,A2V,1010009204,Labrador West,1010009204,10100092,10100092,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2X2,LABRADOR CITY,-66.924651,52.934744,502160.3797,5881424.953,A2V,1010009205,Labrador West,1010009205,10100092,10100092,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2X3,LABRADOR CITY,-66.925151,52.933515,502112.7557,5881292.366,A2V,1010009205,Labrador West,1010009205,10100092,10100092,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2M5,LABRADOR CITY,-66.923924,52.93175,502174.6361,5881088.248,A2V,1010009206,Labrador West,1010009206,10100092,10100092,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2M7,LABRADOR CITY,-66.923033,52.932426,502242.0664,5881156.839,A2V,1010009206,Labrador West,1010009206,10100092,10100092,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2M8,LABRADOR CITY,-66.922595,52.933306,502281.5275,5881251.298,A2V,1010009206,Labrador West,1010009206,10100092,10100092,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2M9,LABRADOR CITY,-66.922741,52.932372,502261.0057,5881148.934,A2V,1010009206,Labrador West,1010009206,10100092,10100092,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2N1,LABRADOR CITY,-66.922842,52.931711,502246.6296,5881076.395,A2V,1010009206,Labrador West,1010009206,10100092,10100092,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2N4,LABRADOR CITY,-66.923852,52.932648,502189.7352,5881187.256,A2V,1010009206,Labrador West,1010009206,10100092,10100092,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2H9,LABRADOR CITY,-66.922158,52.945725,502453.7716,5882624.343,A2V,1010009801,Labrador West,1010009801,10100098,10100098,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1W1,LABRADOR CITY,-66.925256,52.94641,502254.3814,5882721.798,A2V,1010009802,Labrador West,1010009802,10100098,10100098,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1W3,LABRADOR CITY,-66.924211,52.94671,502327.7129,5882747.773,A2V,1010009802,Labrador West,1010009802,10100098,10100098,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2H1,LABRADOR CITY,-66.92542,52.945897,502237.4926,5882666.098,A2V,1010009802,Labrador West,1010009802,10100098,10100098,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2H2,LABRADOR CITY,-66.924552,52.945301,502288.7317,5882594.127,A2V,1010009802,Labrador West,1010009802,10100098,10100098,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2H3,LABRADOR CITY,-66.924434,52.944688,502289.5658,5882525.383,A2V,1010009802,Labrador West,1010009802,10100098,10100098,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2H5,LABRADOR CITY,-66.92479,52.94583,502278.8867,5882654.288,A2V,1010009802,Labrador West,1010009802,10100098,10100098,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2H6,LABRADOR CITY,-66.923419,52.945363,502365.2009,5882593.007,A2V,1010009802,Labrador West,1010009802,10100098,10100098,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2H7,LABRADOR CITY,-66.923709,52.945636,502349.0033,5882625.268,A2V,1010009802,Labrador West,1010009802,10100098,10100098,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2J3,LABRADOR CITY,-66.922684,52.947169,502435.2689,5882787.997,A2V,1010009802,Labrador West,1010009802,10100098,10100098,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2H4,LABRADOR CITY,-66.924841,52.945376,502270.1744,5882604.345,A2V,1010009803,Labrador West,1010009803,10100098,10100098,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1W4,LABRADOR CITY,-66.926567,52.946162,502163.7895,5882703.557,A2V,1010009804,Labrador West,1010009804,10100098,10100098,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2G3,LABRADOR CITY,-66.927307,52.944519,502095.2426,5882526.555,A2V,1010009804,Labrador West,1010009804,10100098,10100098,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2G5,LABRADOR CITY,-66.927564,52.94525,502086.5465,5882609.446,A2V,1010009804,Labrador West,1010009804,10100098,10100098,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2G6,LABRADOR CITY,-66.924999,52.944336,502247.6256,5882490.32,A2V,1010009804,Labrador West,1010009804,10100098,10100098,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2G7,LABRADOR CITY,-66.925104,52.944132,502238.3021,5882468.329,A2V,1010009804,Labrador West,1010009804,10100098,10100098,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2G8,LABRADOR CITY,-66.926226,52.945231,502175.8817,5882598.024,A2V,1010009804,Labrador West,1010009804,10100098,10100098,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2G9,LABRADOR CITY,-66.926519,52.945259,502156.5151,5882603.063,A2V,1010009804,Labrador West,1010009804,10100098,10100098,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1W5,LABRADOR CITY,-66.928344,52.946435,502047.9241,5882746.077,A2V,1010009805,Labrador West,1010009805,10100098,10100098,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1W6,LABRADOR CITY,-66.928182,52.946244,502056.6315,5882723.778,A2V,1010009805,Labrador West,1010009805,10100098,10100098,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V1W7,LABRADOR CITY,-66.929216,52.946314,501988.1779,5882738.854,A2V,1010009805,Labrador West,1010009805,10100098,10100098,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2G1,LABRADOR CITY,-66.92887,52.945132,501997.7736,5882605.467,A2V,1010009805,Labrador West,1010009805,10100098,10100098,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
A2V2G2,LABRADOR CITY,-66.929118,52.945438,501984.6915,5882640.989,A2V,1010009805,Labrador West,1010009805,10100098,10100098,1010032,1030,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,1010032,Labrador City,1010029,1030,1010,Division No. 10,1010029,"Division No. 10, Subd. D",1010,Division No. 10
