"POSTALCODE","COMM_NAME","MUNICIPAL","RHA","FSA","CCSUID","CCSNAME","CDUID","CDNAME","CSDUID","CSDNAME","DAUID","ERUID","ERNAME","LOCAL_AREA","Remote_Cla","RemoteIdx","RemoteFuzz","Local_Ar_1","RHA_Pop_13","CD_Pop_11","CSD_Pop_11","ER_Pop_11","FSA_Pop_11","DA_Pop_11"
"A2H1T9","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050109,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,400
"A2H2E3","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H2E4","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H1R6","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050109,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,400
"A2H1S2","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050109,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,400
"A2H6N3","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050111,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,405
"A2H1S7","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050113,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,470
"A2H1V9","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H1W1","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H1V7","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H1V8","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050109,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,400
"A2H1V1","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H1V2","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H2E2","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H1W6","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H1W7","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H1T6","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050109,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,400
"A2H1T7","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050109,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,400
"A2H1V3","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H1V4","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050109,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,400
"A2H1V5","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H1V6","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H1W2","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H1W3","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H1W4","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H1R4","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050113,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,470
"A2H2T1","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050102,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,540
"A2H1S8","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050113,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,470
"A2H1S9","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050113,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,470
"A2H3C7","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050115,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,345
"A2H3C8","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050102,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,540
"A2H2A5","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050109,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,400
"A2H2A6","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H2A7","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H2E5","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050113,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,470
"A2H7H7","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050109,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,400
"A2H7G3","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H6N5","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050113,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,470
"A2H0A5","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050113,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,470
"A2H1P8","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050109,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,400
"A2H1R1","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050109,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,400
"A2H1R2","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H1R3","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H0B6","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050115,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,345
"A2H2E1","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H2C4","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050109,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,400
"A2H2C9","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H2C8","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H2C5","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050109,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,400
"A2H1K9","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050111,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,405
"A2H3C2","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050102,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,540
"A2H3C4","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050115,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,345
"A2H3C5","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050115,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,345
"A2H6L8","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050115,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,345
"A2H6T3","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050115,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,345
"A2H6R1","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050109,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,400
"A2H6R2","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050109,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,400
"A2H2H3","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050111,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,405
"A2H1S5","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050111,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,405
"A2H1S6","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050113,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,470
"A2H1T1","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050109,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,400
"A2H1T2","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050109,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,400
"A2H1T3","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H1T4","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050109,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,400
"A2H1T5","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050109,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,400
"A2H2S3","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050102,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,540
"A2H2S4","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050102,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,540
"A2H2S5","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050115,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,345
"A2H2S6","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050115,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,345
"A2H7K5","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050115,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,345
"A2H6Z8","MASSEY DRIVE","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050100,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,660
"A2H2T2","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050102,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,540
"A2H2C6","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050109,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,400
"A2H7M6","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050109,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,400
"A2H2C7","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050114,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,360
"A2H2S7","CORNER BROOK","CORNER BROOK","Western","A2H",1005016,"Division No.  5, Subd. C",1005,"Division No.  5",1005018,"Corner Brook",10050115,1030,"West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador","Corner Brook-Pasadena Area","Highly Accessible",0.0570000000298,0.170000001788,29190,77560,41005,19885,105355,25595,345
